epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,6566.63,1.0157,0.5171,1.11031,0.99854,0.99994,0.995,0.7837,0.90825,0.36613,1.00756,0.000485299,0.000485299,0.000485299
188,6598.78,1.06934,0.54362,1.1341,0.99883,1,0.995,0.77778,0.90206,0.36171,0.99354,0.000481188,0.000481188,0.000481188
189,6631.52,1.06741,0.5419,1.13638,0.99868,0.99982,0.995,0.78259,0.88666,0.35983,0.98844,0.000477076,0.000477076,0.000477076
190,6667.71,1.03054,0.50619,1.10543,0.99855,0.99983,0.995,0.78254,0.89956,0.35465,0.98899,0.000472965,0.000472965,0.000472965
191,6698.47,1.08527,0.53092,1.15022,0.99869,1,0.995,0.7843,0.88658,0.35607,0.98948,0.000468854,0.000468854,0.000468854
192,6734.69,1.10795,0.5564,1.15541,0.99849,1,0.995,0.78549,0.90037,0.35746,0.99596,0.000464743,0.000464743,0.000464743
193,6767.72,1.11995,0.53542,1.16739,0.99639,0.99933,0.995,0.7808,0.92486,0.36558,1.00524,0.000460631,0.000460631,0.000460631
194,6805.33,1.0553,0.53035,1.11628,0.99801,0.99892,0.995,0.78057,0.92379,0.37196,1.00986,0.00045652,0.00045652,0.00045652
195,6842.92,1.07954,0.53884,1.14569,0.99875,1,0.995,0.77813,0.94195,0.36726,1.00376,0.000452409,0.000452409,0.000452409
196,6881.74,1.0782,0.5229,1.12938,0.99863,1,0.995,0.77986,0.91664,0.37036,0.99845,0.000448297,0.000448297,0.000448297
197,6917.46,1.10072,0.55175,1.13238,0.99875,1,0.995,0.78017,0.90744,0.36971,0.99892,0.000444186,0.000444186,0.000444186
198,6949.13,1.08757,0.54991,1.13125,0.99877,1,0.995,0.80051,0.86432,0.34766,0.97887,0.000440075,0.000440075,0.000440075
199,6986.46,1.06742,0.50173,1.12346,0.99878,1,0.995,0.79761,0.87181,0.34745,0.98801,0.000435963,0.000435963,0.000435963
200,7019.46,1.01022,0.52492,1.08923,0.99853,0.99979,0.995,0.78333,0.90487,0.35874,0.99734,0.000431852,0.000431852,0.000431852
201,7052.69,1.08146,0.55134,1.14739,0.99637,1,0.995,0.78693,0.88917,0.35935,0.99274,0.000427741,0.000427741,0.000427741
202,7084.28,1.07909,0.51465,1.1399,0.99852,1,0.995,0.79349,0.88177,0.34867,0.98596,0.00042363,0.00042363,0.00042363
203,7121.73,1.04259,0.53456,1.11384,0.999,1,0.995,0.78502,0.893,0.34862,0.98602,0.000419518,0.000419518,0.000419518
204,7152.64,1.0779,0.54122,1.14016,0.99903,1,0.995,0.7884,0.87329,0.34638,0.98347,0.000415407,0.000415407,0.000415407
205,7182.09,1.02307,0.50495,1.10171,0.99854,1,0.995,0.79535,0.85798,0.34543,0.97822,0.000411296,0.000411296,0.000411296
206,7214.61,1.02433,0.51314,1.11497,0.99861,1,0.995,0.79737,0.84903,0.34264,0.97655,0.000407184,0.000407184,0.000407184
207,7248.72,1.07829,0.55431,1.13017,0.99834,1,0.995,0.79228,0.86252,0.34225,0.98572,0.000403073,0.000403073,0.000403073
208,7285.75,1.01211,0.50181,1.11252,0.99844,1,0.995,0.79373,0.85496,0.34097,0.97311,0.000398962,0.000398962,0.000398962
209,7316.24,1.00604,0.48991,1.09545,0.99869,1,0.995,0.79837,0.83489,0.33712,0.96813,0.00039485,0.00039485,0.00039485
210,7349.51,1.07746,0.54763,1.16201,0.99838,1,0.995,0.79438,0.85879,0.34248,0.97128,0.000390739,0.000390739,0.000390739
211,7380.72,1.01907,0.52712,1.10542,0.9986,1,0.995,0.79626,0.84852,0.34549,0.96726,0.000386628,0.000386628,0.000386628
212,7416.18,1.04436,0.51645,1.12856,0.99837,1,0.995,0.79456,0.86192,0.34224,0.97591,0.000382517,0.000382517,0.000382517
213,7451.23,1.00598,0.49244,1.0932,0.99836,1,0.995,0.7972,0.8522,0.33836,0.97252,0.000378405,0.000378405,0.000378405
214,7489.43,1.02927,0.49414,1.10256,0.99883,1,0.995,0.79679,0.84994,0.33974,0.9728,0.000374294,0.000374294,0.000374294
215,7523.31,1.0275,0.49631,1.10505,0.99875,1,0.995,0.80091,0.84112,0.33875,0.96848,0.000370183,0.000370183,0.000370183
216,7557.17,0.98796,0.49109,1.08837,0.99887,1,0.995,0.79414,0.86775,0.34247,0.97039,0.000366071,0.000366071,0.000366071
217,7594,1.02695,0.47654,1.10419,0.99894,1,0.995,0.79719,0.85495,0.34102,0.97248,0.00036196,0.00036196,0.00036196
218,7623.13,1.01583,0.50172,1.112,0.99888,1,0.995,0.80551,0.84474,0.34386,0.97019,0.000357849,0.000357849,0.000357849
219,23543.9,1.01704,0.47996,1.09877,0.99857,1,0.995,0.8112,0.82321,0.33465,0.96035,0.000353738,0.000353738,0.000353738
220,23574.8,1.00753,0.51077,1.10956,0.99884,1,0.995,0.80924,0.82062,0.33172,0.95995,0.000349626,0.000349626,0.000349626
221,23606.9,1.00402,0.50245,1.0936,0.9986,1,0.995,0.81192,0.81734,0.3312,0.95607,0.000345515,0.000345515,0.000345515
222,23646.6,1.00929,0.49279,1.09404,0.99857,1,0.995,0.80317,0.82953,0.33423,0.95688,0.000341404,0.000341404,0.000341404
223,23682.8,0.98542,0.49365,1.08225,0.99861,1,0.995,0.80907,0.81173,0.32951,0.95449,0.000337292,0.000337292,0.000337292
224,23712.1,1.04861,0.52188,1.14826,0.9983,1,0.995,0.8115,0.81214,0.33262,0.95299,0.000333181,0.000333181,0.000333181
225,23741.8,1.03594,0.49043,1.11552,0.99841,1,0.995,0.80765,0.82217,0.33271,0.95782,0.00032907,0.00032907,0.00032907
226,23776,1.00708,0.4948,1.09144,0.99832,1,0.995,0.80938,0.82961,0.3273,0.95746,0.000324958,0.000324958,0.000324958
227,23813.5,1.01102,0.49902,1.0947,0.99813,1,0.995,0.8164,0.79476,0.32184,0.94851,0.000320847,0.000320847,0.000320847
228,23852.7,1.03392,0.49987,1.11952,0.99777,1,0.995,0.81486,0.79088,0.31878,0.94587,0.000316736,0.000316736,0.000316736
229,23889.8,1.01969,0.49419,1.08628,0.99734,1,0.995,0.80222,0.80951,0.32349,0.95022,0.000312625,0.000312625,0.000312625
230,23927.9,0.99193,0.50384,1.10388,0.99691,1,0.995,0.81236,0.80334,0.32448,0.95029,0.000308513,0.000308513,0.000308513
231,23960.3,1.01683,0.48017,1.093,0.99824,1,0.995,0.8183,0.79366,0.32589,0.94912,0.000304402,0.000304402,0.000304402
232,23991.9,0.9842,0.51736,1.0864,0.99826,1,0.995,0.81277,0.81299,0.32953,0.95334,0.000300291,0.000300291,0.000300291
233,24027.3,1.00298,0.4983,1.10455,0.99749,1,0.995,0.81601,0.81366,0.32711,0.95226,0.000296179,0.000296179,0.000296179
234,24059.3,1.01648,0.49606,1.12249,0.99757,1,0.995,0.82211,0.79866,0.32262,0.9463,0.000292068,0.000292068,0.000292068
235,24098.1,0.98552,0.4961,1.09283,0.99796,1,0.995,0.81497,0.80795,0.32317,0.95155,0.000287957,0.000287957,0.000287957
236,24129.2,1.00147,0.52383,1.10997,0.99823,1,0.995,0.81566,0.80538,0.32306,0.95102,0.000283846,0.000283846,0.000283846
237,24165.8,0.96164,0.47096,1.08168,0.9982,1,0.995,0.81952,0.78659,0.32234,0.94389,0.000279734,0.000279734,0.000279734
238,24201.5,0.97371,0.48544,1.08575,0.99761,1,0.995,0.82064,0.78349,0.31895,0.94153,0.000275623,0.000275623,0.000275623
239,24230.5,0.94151,0.47617,1.07424,0.99516,1,0.995,0.81633,0.7986,0.3223,0.948,0.000271512,0.000271512,0.000271512
240,24265.3,0.98021,0.46321,1.09478,0.99497,1,0.995,0.82285,0.78688,0.32142,0.94312,0.0002674,0.0002674,0.0002674
241,24303.7,0.98348,0.50387,1.07178,0.99877,1,0.995,0.81972,0.77906,0.31744,0.93884,0.000263289,0.000263289,0.000263289
242,24338.7,0.95614,0.46009,1.07157,0.99871,1,0.995,0.82017,0.79094,0.32649,0.94306,0.000259178,0.000259178,0.000259178
243,24369.3,0.96963,0.48685,1.07792,0.99879,1,0.995,0.82145,0.78283,0.32857,0.94123,0.000255066,0.000255066,0.000255066
244,24402.9,0.95419,0.46186,1.07276,0.9989,1,0.995,0.82192,0.77555,0.32038,0.9374,0.000250955,0.000250955,0.000250955
245,24434.8,0.97825,0.50549,1.08853,0.99896,1,0.995,0.81862,0.78628,0.31663,0.94032,0.000246844,0.000246844,0.000246844
246,24466.4,0.97359,0.49274,1.09947,0.99912,1,0.995,0.81605,0.79308,0.3203,0.94268,0.000242733,0.000242733,0.000242733
247,24498.1,0.96274,0.46781,1.07221,0.999,1,0.995,0.81554,0.78653,0.32036,0.94141,0.000238621,0.000238621,0.000238621
248,24529.5,0.92118,0.45537,1.06217,0.99908,1,0.995,0.81865,0.77809,0.31675,0.93988,0.00023451,0.00023451,0.00023451
249,24562.2,0.97589,0.49427,1.07632,0.99916,1,0.995,0.82593,0.76494,0.31237,0.9344,0.000230399,0.000230399,0.000230399
250,24596.7,0.99679,0.4931,1.09583,0.9991,1,0.995,0.82583,0.76207,0.30971,0.93439,0.000226287,0.000226287,0.000226287
251,24632.3,0.97781,0.50622,1.08102,0.99877,1,0.995,0.82289,0.7697,0.31589,0.93847,0.000222176,0.000222176,0.000222176
252,24668.7,0.95883,0.49215,1.07825,0.99803,1,0.995,0.82949,0.7445,0.30985,0.92791,0.000218065,0.000218065,0.000218065
253,24701.9,0.9395,0.47084,1.08234,0.99793,1,0.995,0.83846,0.73146,0.30602,0.92196,0.000213953,0.000213953,0.000213953
254,24738.5,0.94079,0.46548,1.07493,0.99703,0.99954,0.995,0.83818,0.73613,0.30611,0.92395,0.000209842,0.000209842,0.000209842
255,24776.1,0.93783,0.48554,1.0704,0.99632,0.99972,0.995,0.82196,0.76542,0.31086,0.92887,0.000205731,0.000205731,0.000205731
256,24815.5,0.95491,0.45638,1.08381,0.99844,1,0.995,0.83682,0.73076,0.30605,0.92179,0.00020162,0.00020162,0.00020162
257,24852.4,0.96384,0.4976,1.09494,0.99854,1,0.995,0.83647,0.72294,0.3046,0.92098,0.000197508,0.000197508,0.000197508
258,24890.8,0.95428,0.48295,1.07523,0.99843,1,0.995,0.83037,0.74868,0.31101,0.92772,0.000193397,0.000193397,0.000193397
259,24926.1,0.97734,0.46596,1.07903,0.99864,1,0.995,0.83414,0.73004,0.30765,0.92188,0.000189286,0.000189286,0.000189286
260,24962.3,0.98093,0.49212,1.076,0.99883,1,0.995,0.83629,0.73714,0.30602,0.92427,0.000185174,0.000185174,0.000185174
261,24994.4,0.95332,0.478,1.06929,0.99879,1,0.995,0.83225,0.74176,0.30328,0.92412,0.000181063,0.000181063,0.000181063
262,25026.3,0.93957,0.47225,1.06984,0.99893,1,0.995,0.84036,0.72458,0.29934,0.91823,0.000176952,0.000176952,0.000176952
263,25056.3,0.99385,0.50069,1.10064,0.99893,1,0.995,0.8394,0.72234,0.30322,0.91774,0.000172841,0.000172841,0.000172841
264,25092.6,0.93792,0.47478,1.06908,0.99882,1,0.995,0.83679,0.72575,0.30396,0.91998,0.000168729,0.000168729,0.000168729
265,25129.4,0.9424,0.4786,1.08507,0.99856,1,0.995,0.83645,0.72547,0.30607,0.91923,0.000164618,0.000164618,0.000164618
266,25167.3,0.92396,0.43992,1.03921,0.99809,1,0.995,0.84079,0.72759,0.30572,0.9188,0.000160507,0.000160507,0.000160507
267,25198.9,0.92382,0.46865,1.0467,0.99808,0.9999,0.995,0.83614,0.73697,0.30633,0.91995,0.000156395,0.000156395,0.000156395
268,25230.4,0.97754,0.49745,1.07893,0.99814,1,0.995,0.83365,0.7297,0.30332,0.9181,0.000152284,0.000152284,0.000152284
269,25268.1,0.91126,0.45897,1.03936,0.99821,0.99983,0.995,0.83871,0.71993,0.30072,0.91611,0.000148173,0.000148173,0.000148173
270,25304.2,0.93598,0.46684,1.06942,0.99798,0.99945,0.995,0.84172,0.71483,0.29945,0.9138,0.000144061,0.000144061,0.000144061
271,25343,0.89478,0.46872,1.05742,0.99817,0.99973,0.995,0.84176,0.7247,0.30074,0.91538,0.00013995,0.00013995,0.00013995
272,25377,0.95856,0.48459,1.09272,0.99828,1,0.995,0.84019,0.73153,0.30053,0.91896,0.000135839,0.000135839,0.000135839
273,25416,0.95079,0.4719,1.0695,0.99835,1,0.995,0.84127,0.7235,0.30038,0.91709,0.000131728,0.000131728,0.000131728
274,25446.1,0.93346,0.45746,1.07469,0.99798,1,0.995,0.84435,0.72279,0.30108,0.91603,0.000127616,0.000127616,0.000127616
275,25482.3,0.93861,0.49939,1.07206,0.9979,0.99961,0.995,0.84784,0.7167,0.29933,0.9154,0.000123505,0.000123505,0.000123505
276,25514.2,0.88825,0.45777,1.05759,0.99782,0.99972,0.995,0.84459,0.71061,0.298,0.91397,0.000119394,0.000119394,0.000119394
277,25547.2,0.8794,0.45331,1.03648,0.99749,0.99987,0.995,0.84517,0.71098,0.29548,0.91235,0.000115282,0.000115282,0.000115282
278,25576.9,0.91721,0.46525,1.07445,0.99774,0.99964,0.995,0.84445,0.71395,0.29708,0.91172,0.000111171,0.000111171,0.000111171
279,25608.3,0.94009,0.4727,1.06327,0.99782,1,0.995,0.84692,0.70682,0.29483,0.91106,0.00010706,0.00010706,0.00010706
280,25644.1,0.90038,0.45626,1.04942,0.99777,1,0.995,0.84958,0.70551,0.29297,0.9111,0.000102949,0.000102949,0.000102949
281,25683,0.93313,0.46028,1.04724,0.99785,1,0.995,0.85039,0.69691,0.29401,0.90881,9.88372e-05,9.88372e-05,9.88372e-05
282,25718.7,0.92197,0.48856,1.05989,0.998,1,0.995,0.8505,0.69555,0.29352,0.90715,9.47259e-05,9.47259e-05,9.47259e-05
283,25749.8,0.90566,0.46339,1.05829,0.99777,1,0.995,0.84887,0.70586,0.29584,0.90877,9.06146e-05,9.06146e-05,9.06146e-05
284,25789.2,0.91887,0.47062,1.06569,0.99761,0.99995,0.995,0.85142,0.69352,0.29322,0.90707,8.65033e-05,8.65033e-05,8.65033e-05
285,25826.2,0.93467,0.47458,1.08915,0.99772,1,0.995,0.84849,0.69592,0.29222,0.9088,8.2392e-05,8.2392e-05,8.2392e-05
286,25856.4,0.90961,0.45445,1.05485,0.99742,1,0.995,0.84978,0.70407,0.29362,0.91001,7.82807e-05,7.82807e-05,7.82807e-05
287,25923.5,0.92582,0.48997,1.06402,0.99782,1,0.995,0.85067,0.70233,0.2928,0.9094,7.41694e-05,7.41694e-05,7.41694e-05
288,25996.8,0.93174,0.47954,1.05577,0.99781,1,0.995,0.84977,0.69975,0.29226,0.90867,7.00581e-05,7.00581e-05,7.00581e-05
289,26070.6,0.90015,0.46058,1.03755,0.99786,1,0.995,0.85034,0.69328,0.29069,0.90728,6.59468e-05,6.59468e-05,6.59468e-05
290,26142.6,0.88358,0.46411,1.05133,0.99799,1,0.995,0.8513,0.69208,0.29276,0.90742,6.18355e-05,6.18355e-05,6.18355e-05
291,26213.4,0.93841,0.45637,1.07357,0.99785,1,0.995,0.85486,0.69238,0.29366,0.90757,5.77243e-05,5.77243e-05,5.77243e-05
292,26280.6,0.86235,0.35491,1.01731,0.99808,1,0.995,0.83954,0.72059,0.30296,0.91573,5.3613e-05,5.3613e-05,5.3613e-05
293,26358.5,0.85171,0.35865,1.01453,0.99396,1,0.995,0.83919,0.72193,0.30335,0.91577,4.95017e-05,4.95017e-05,4.95017e-05
294,26421.3,0.81978,0.3503,0.9829,0.99699,0.99982,0.995,0.83904,0.72515,0.30387,0.91647,4.53904e-05,4.53904e-05,4.53904e-05
295,26497.3,0.84597,0.35959,1.00925,0.99718,0.99967,0.995,0.84054,0.71715,0.30203,0.91345,4.12791e-05,4.12791e-05,4.12791e-05
296,26582.9,0.8356,0.35549,1.01233,0.99718,0.99977,0.995,0.84089,0.71296,0.2999,0.91204,3.71678e-05,3.71678e-05,3.71678e-05
297,26648.8,0.82687,0.34977,1.01391,0.99763,1,0.995,0.84114,0.71009,0.29856,0.91157,3.30565e-05,3.30565e-05,3.30565e-05
298,26719.9,0.8387,0.35823,1.00268,0.99774,1,0.995,0.84037,0.71055,0.29791,0.91176,2.89452e-05,2.89452e-05,2.89452e-05
299,26800.5,0.80629,0.339,0.98698,0.99791,1,0.995,0.84304,0.70529,0.29672,0.90965,2.48339e-05,2.48339e-05,2.48339e-05
300,26837.1,0.80712,0.34008,0.99321,0.99782,1,0.995,0.8447,0.70365,0.29571,0.90909,2.07226e-05,2.07226e-05,2.07226e-05
301,26868,0.82728,0.34473,0.99687,0.9981,1,0.995,0.84384,0.7052,0.29722,0.91027,1.66113e-05,1.66113e-05,1.66113e-05
